Status;Category;Level;Section Nr;Section Name;HTML File Name;Feature Names;Keywords;Remarks
OK;Body;3;B 5.3.3;min, max Functions on Literals;;;;
OK;Body;3;B 5.3.4;min, max Functions on Numerals;;;;
OK;Body;3;B 5.3.5;count Functions;;;;
OK;Body;2;B 5.4;Matrix Functions;;;;
OK;Body;3;B 5.4.1;minv - Matrix Inversion;;;;
OK;Body;3;B 5.4.2;mdet - Matrix Determinant;;;;
OK;Body;3;B 5.4.3;mmul, mmdiv - Multiplication and Division;;;;
OK;Body;3;B 5.4.4;linear - Solve Linear Equations;;;;
OK;Body;2;B 5.5;Statistics Functions;;;;
OK;Body;3;B 5.5.1;Basic Statistics Functions;;;;
OK;Body;3;B 5.5.2;covariance, correlation;;;;
OK;Body;3;B 5.5.3;gini Coefficient Functions;;;;
OK;Body;3;B 5.5.4;Linear and Exponential Regression;;;;
OK;Body;3;B 5.5.5;Interpolation Functions;;;;
OK;Body;4;B 5.5.5.1;Interpolation Examples Visualized;;;;
OK;Body;2;B 5.6;Conditional Combination Functions;;;;
OK;Body;2;B 5.7;Finance and Business Functions;;;;
OK;Body;3;B 5.7.1;cagr - Compond Annual Growth Rate;;;;
OK;Body;3;B 5.7.2;irr - Internal Rate of Return;;;;
OK;Body;3;B 5.7.3;tv - Terminal Value;;;;
OK;Body;3;B 5.7.4;discount - Discount Values;;;;
OK;Body;3;B 5.7.5;distribute - Value Distribution over Timeline;;;;
OK;Body;1;B 6;String Functions;;;;
OK;Body;2;B 6.1;String Search and Extraction Functions;;;;
OK;Body;3;B 6.1.1;length ... (string function);;;;
OK;Body;3;B 6.1.2;find ... (string function);;;;
OK;Body;3;B 6.1.3;left ... (string function);;;;
OK;Body;3;B 6.1.4;right ... (string function);;;;
OK;Body;3;B 6.1.5;middle ... (string function);;;;
OK;Body;3;B 6.1.6;outside ... (string function);;;;
OK;Body;3;B 6.1.7;trim ... (string function);;;;
OK;Body;3;B 6.1.8;replace, replace all;;;;
OK;Body;3;B 6.1.9;substitute, substitute all;;;;
OK;Body;3;B 6.1.10;get differences;;;;
OK;Body;3;B 6.1.11;locate differences;;;;
OK;Body;3;B 6.1.12;tokenize;;;;
OK;Body;2;B 6.2;Character Encoding and Decoding;;;;
OK;Body;3;B 6.2.1;chr;;;;
OK;Body;3;B 6.2.2;code;;;;
OK;Body;3;B 6.2.3;decode entities;;;;
OK;Body;3;B 6.2.4;encode entities;;;;
OK;Body;2;B 6.3;Miscellaneous String Functions;;;;
OK;Body;3;B 6.3.1;random string, random letters;;;;
OK;Body;3;B 6.3.2;abbreviate name;;;;
OK;Body;1;B 7;Date and Time Functions;;;;
OK;Body;2;B 7.1;Date Functions;;;;
OK;Body;3;B 7.1.1;date inside, time inside;;;;
OK;Body;3;B 7.1.2;year, quarter, month, day;;;;
OK;Body;3;B 7.1.3;day of year;;;;
OK;Body;3;B 7.1.4;serial date;;;;
OK;Body;3;B 7.1.5;weekday;;;;
OK;Body;3;B 7.1.6;week;;;;
OK;Body;3;B 7.1.7;reschedule;;;;
OK;Body;2;B 7.2;Time and Stopwatch Functions;;;;
OK;Body;3;B 7.2.1;hour, minute, second;;;;
OK;Body;3;B 7.2.2;Stopwatch Functions;;;;
OK;Body;2;B 7.3;Sleep and Wait Functions;;;;
OK;Body;3;B 7.3.1;sleep, sleep countdown;;;;
OK;Body;3;B 7.3.2;sleep until, sleep until countdown;;;;
OK;Body;3;B 7.3.3;wait until, wait until countdown;;;;
OK;Body;3;B 7.3.4;wait, wait countdown;;;;
OK;Body;1;B 8;Parameter Set Functions;;;;
OK;Body;2;B 8.1;Set Search and Extraction Functions;;;;
OK;Body;3;B 8.1.1;length ... (parameter set function);;;;
OK;Body;3;B 8.1.2;find ... (parameter set function);;;;
OK;Body;3;B 8.1.3;left ... (parameter set function);;;;
OK;Body;3;B 8.1.4;right ... (parameter set function);;;;
OK;Body;3;B 8.1.5;middle ... (parameter set function);;;;
OK;Body;3;B 8.1.6;outside ... (parameter set function);;;;
OK;Body;3;B 8.1.7;trim ... (parameter set function);;;;
OK;Body;3;B 8.1.8;count elements ...;;;;
OK;Body;3;B 8.1.9;subset ...;;;;
OK;Body;3;B 8.1.10;filter ...;;;;
OK;Body;2;B 8.2;Matrix Manipulation Functions;;;;
OK;Body;3;B 8.2.1;horizontal;;;;
OK;Body;3;B 8.2.2;vertical;;;;
OK;Body;3;B 8.2.3;flat;;;;
OK;Body;3;B 8.2.4;diagonal;;;;
OK;Body;3;B 8.2.5;transpose;;;;
OK;Body;1;B 9;Table Functions - Basics;;;;
OK;Body;2;B 9.1;Creating and Deleting Tables;;;;
OK;Body;3;B 9.1.1;table create ...;;;;
OK;Body;3;B 9.1.2;table initialize/append ...;;;;
OK;Body;3;B 9.1.3;table append blank rows;;;;
OK;Body;3;B 9.1.4;table configure;;;;
OK;Body;3;B 9.1.5;table clear ...;;;;
OK;Body;3;B 9.1.6;table delete ...;;;;
OK;Body;2;B 9.2;Accessing Table Information;;;;
OK;Body;3;B 9.2.1;table existing;;;;
OK;Body;3;B 9.2.2;table length;;;;
OK;Body;3;B 9.2.3;table row width;;;;
OK;Body;3;B 9.2.4;table min/max width;;;;
OK;Body;2;B 9.3;Accessing Table Contents;;;;
OK;Body;3;B 9.3.1;row;;;;
OK;Body;3;B 9.3.2;col;;;;
OK;Body;3;B 9.3.3;forget memorized table columns;;;;
OK;Body;3;B 9.3.4;table read column selected rows;;;;
OK;Body;3;B 9.3.5;table write column selected rows;;;;
OK;Body;2;B 9.4;Loading and Saving Tables;;;;
OK;Body;3;B 9.4.1;table load ...;;;;
OK;Body;4;B 9.4.1.1;Loading HTML files;;;;
OK;Body;4;B 9.4.1.2;Loading XML files;;;;
OK;Body;4;B 9.4.1.3;Loading JSON files;;;;
OK;Body;3;B 9.4.2;table save ...;;;;
OK;Body;4;B 9.4.2.1;Saving JSON files;;;;
OK;Body;3;B 9.4.3;excel list sheets;;;;
OK;Body;3;B 9.4.4;table load excel file;;;;
OK;Body;2;B 9.5;Input/Output with Tables;;;;
OK;Body;3;B 9.5.1;table list;;;;
OK;Body;3;B 9.5.2;table menu ...;;;;
OK;Body;1;B 10;Table Functions - Processing;;;;
OK;Body;2;B 10.1;Checking and Processing Headers;;;;
OK;Body;3;B 10.1.1;table check header;;;;
OK;Body;3;B 10.1.2;table column number;;;;
OK;Body;3;B 10.1.3;table check headers ...;;;;
OK;Body;3;B 10.1.4;table rename ... headers;;;;
OK;Body;3;B 10.1.5;table correct headers ...;;;;
OK;Body;3;B 10.1.6;table lift ...;;;;
OK;Body;2;B 10.2;Searching Tables;;;;
OK;Body;3;B 10.2.1;table search ...;;;;
OK;Body;3;B 10.2.2;table search row;;;;
OK;Body;3;B 10.2.3;table selected rows;;;;
OK;Body;3;B 10.2.4;table selected columns/headers ...;;;;
OK;Body;3;B 10.2.5;table search header row;;;;
OK;Body;2;B 10.3;Processing Table Columns;;;;
OK;Body;3;B 10.3.1;table insert (missing) columns;;;;
OK;Body;3;B 10.3.2;table copy columns ...;;;;
OK;Body;3;B 10.3.3;table duplicate columns ...;;;;
OK;Body;3;B 10.3.4;table sort columns;;;;
OK;Body;3;B 10.3.5;table rearrange ... columns;;;;
OK;Body;3;B 10.3.6;table keep ... columns;;;;
OK;Body;3;B 10.3.7;table delete columns;;;;
OK;Body;3;B 10.3.8;table delete remaining columns;;;;
OK;Body;3;B 10.3.9;table delete blank/empty/unnamed columns;;;;
OK;Body;2;B 10.4;Processing Table Rows;;;;
OK;Body;3;B 10.4.1;table insert rows;;;;
OK;Body;3;B 10.4.2;table insert ... selected rows;;;;
OK;Body;3;B 10.4.3;table delete rows;;;;
OK;Body;3;B 10.4.4;table delete remaining rows;;;;
OK;Body;3;B 10.4.5;table delete selected rows;;;;
OK;Body;3;B 10.4.6;table keep selected rows;;;;
OK;Body;3;B 10.4.7;table delete blank rows;;;;
OK;Body;3;B 10.4.8;table check row;;;;
OK;Body;3;B 10.4.9;table move rows;;;;
OK;Body;3;B 10.4.10;table move selected rows;;;;
OK;Body;3;B 10.4.11;table rearrange selected rows;;;;
OK;Body;3;B 10.4.12;table sort (selected) rows;;;;
OK;Body;3;B 10.4.13;table rank (selected) rows;;;;
OK;Body;2;B 10.5;Processing Table Contents;;;;
OK;Body;3;B 10.5.1;table process (selected rows);;;;
OK;Body;3;B 10.5.2;table process selected rows fast;;;;
OK;Body;3;B 10.5.3;table process (selected) columns;;;;
OK;Body;3;B 10.5.4;table process cells (selected rows);;;;
OK;Body;3;B 10.5.5;table process cells in columns (selected rows);;;;
OK;Body;4;B 10.5.5.1;Addt'l Info on fast rows processing;;;;
OK;Body;3;B 10.5.6;table manipulate;;;;
OK;Body;3;B 10.5.7;table fill vertically ...;;;;
OK;Body;3;B 10.5.8;table fill horizontally ...;;;;
OK;Body;3;B 10.5.9;table substitute vertically ...;;;;
OK;Body;3;B 10.5.10;table substitute horizontally ...;;;;
OK;Body;3;B 10.5.11;table delete cells selected rows;;;;
OK;Body;3;B 10.5.12;table delete cells selected columns;;;;
OK;Body;3;B 10.5.13;table format numbers;;;;
OK;Body;3;B 10.5.14;table fit;;;;
OK;Body;2;B 10.6;Renaming, Copying and Splitting Tables;;;;
OK;Body;3;B 10.6.1;table rename;;;;
OK;Body;3;B 10.6.2;table copy table;;;;
OK;Body;3;B 10.6.3;table copy/split table selected rows;;;;
OK;Body;3;B 10.6.4;table copy table columns ...;;;;
OK;Body;3;B 10.6.5;table split table columns ...;;;;
OK;Body;1;B 11;Table Functions - Advanced;;;;
OK;Body;2;B 11.1;Checking and Comparing Tables;;;;
OK;Body;3;B 11.1.1;table compare ...;;;;
OK;Body;4;B 11.1.1.1;Table Comparison Strategy;;;;
OK;Body;4;B 11.1.1.2;Table Comparison Reports;;;;
OK;Body;4;B 11.1.1.3;Change Indication Function;;;;
OK;Body;3;B 11.1.2;table check;;;;
OK;Body;4;B 11.1.2.1;Checking Tables - Row and Group Results;;;;
OK;Body;4;B 11.1.2.2;Checking Tables - Examples;;;;
OK;Body;3;B 11.1.3;table check duplicates ...;;;;
OK;Body;2;B 11.2;Looking up Other Tables;;;;
OK;Body;3;B 11.2.1;table lookup ...;;;;
OK;Body;3;B 11.2.2;table lookup once ...;;;;
OK;Body;3;B 11.2.3;table lookup fast ...;;;;
OK;Body;3;B 11.2.4;table lookup smart ...;;;;
OK;Body;3;B 11.2.5;table lookup smart once ...;;;;
OK;Body;3;B 11.2.6;table integrate ...;;;;
OK;Body;3;B 11.2.7;table integrate once ...;;;;
OK;Body;3;B 11.2.8;table integrate fast ...;;;;
OK;Body;3;B 11.2.9;table integrate smart ...;;;;
OK;Body;3;B 11.2.10;table integrate smart once ...;;;;
OK;Body;3;B 11.2.11;table expand ...;;;;
OK;Body;3;B 11.2.12;table expand fast ...;;;;
OK;Body;3;B 11.2.13;table expand smart ...;;;;
OK;Body;3;B 11.2.14;table expand fast smart ...;;;;
OK;Body;3;B 11.2.15;Table Integration Operation Identifiers;;;;
OK;Body;2;B 11.3;Pivoting and Conosolidating Tables;;;;
OK;Body;3;B 11.3.1;table transpose;;;;
OK;Body;3;B 11.3.2;table serialize ...;;;;
OK;Body;3;B 11.3.3;table spread ...;;;;
OK;Body;3;B 11.3.4;table spread given headers ...;;;;
OK;Body;3;B 11.3.5;table consolidate ...;;;;
OK;Body;3;B 11.3.6;table distribute ...;;;;
OK;Body;2;B 11.4;Combining Multiple Tables;;;;
OK;Body;3;B 11.4.1;table merge ...;;;;
OK;Body;3;B 11.4.2;table overlay/subtract ...;;;;
OK;Body;3;B 11.4.3;table intersect ...;;;;
OK;Body;3;B 11.4.4;table subtract ...;;;;
OK;Body;3;B 11.4.5;table exclude ...;;;;
OK;Body;3;B 11.4.6;table multiply ...;;;;
OK;Body;3;B 11.4.7;table divide ...;;;;
OK;Body;3;B 11.4.8;table arrange ...;;;;
OK;Body;2;B 11.5;Exploring and Extracting Tables;;;;
OK;Body;3;B 11.5.1;table explore;;;;
OK;Body;3;B 11.5.2;table filter ...;;;;
OK;Body;3;B 11.5.3;table extract ...;;;;
OK;Body;1;B 12;Table Functions - Format and Style;;;;
OK;Body;2;B 12.1;Defining User Specific Colors;;;;
OK;Body;3;B 12.1.1;Color Palettes;;;;
OK;Body;3;B 12.1.2;add color;;;;
OK;Body;3;B 12.1.3;lighten colors;;;;
OK;Body;3;B 12.1.4;darken colors;;;;
OK;Body;3;B 12.1.5;weaken colors;;;;
OK;Body;2;B 12.2;Styling Functions;;;;
OK;Body;3;B 12.2.1;table style table;;;;
OK;Body;3;B 12.2.2;table style rows;;;;
OK;Body;3;B 12.2.3;table style columns;;;;
OK;Body;3;B 12.2.4;table style cells;;;;
OK;Body;3;B 12.2.5;Generic Formatting Attributes;;;;
OK;Body;3;B 12.2.6;Formatting Coverages and Precedences;;;;
OK;Body;2;B 12.3;Finishing up formatting;;;;
OK;Body;3;B 12.3.1;translate style attributes ...;;;;
OK;Body;3;B 12.3.2;table style reset;;;;
OK;Body;1;B 13;Variables Functions;;;;
OK;Body;2;B 13.1;Basic Variables Functions;;;;
OK;Body;3;B 13.1.1;existing;;;;
OK;Body;3;B 13.1.2;identify;;;;
OK;Body;3;B 13.1.3;scope;;;;
OK;Body;3;B 13.1.4;name;;;;
OK;Body;3;B 13.1.5;exchange;;;;
OK;Body;3;B 13.1.6;protect ...;;;;
OK;Body;3;B 13.1.7;delete ...;;;;
OK;Body;3;B 13.1.8;global;;;;
OK;Body;2;B 13.2;Arrays and Structures;;;;
OK;Body;3;B 13.2.1;dim / redim;;;;
OK;Body;3;B 13.2.2;dim / redim protect;;;;
OK;Body;3;B 13.2.3;array, array protect;;;;
OK;Body;3;B 13.2.4;structure, structure protect;;;;
OK;Body;3;B 13.2.5;member count;;;;
OK;Body;3;B 13.2.6;structure to array ...;;;;
OK;Body;3;B 13.2.7;array to structure ...;;;;
OK;Body;3;B 13.2.8;set, set names;;;;
OK;Body;2;B 13.3;Loading and Saving Variables;;;;
OK;Body;3;B 13.3.1;variable load ...;;;;
OK;Body;3;B 13.3.2;json to variable ...;;;;
OK;Body;3;B 13.3.3;variable save ...;;;;
OK;Body;3;B 13.3.4;variable to json ...;;;;
OK;Body;2;B 13.4;Variable References Functions;;;;
OK;Body;3;B 13.4.1;release;;;;
OK;Body;3;B 13.4.2;release all;;;;
OK;Body;2;B 13.5;Resident Attributes Functions;;;;
OK;Body;3;B 13.5.1;attribute ...;;;;
OK;Body;1;B 14;Directory and File System Functions;;;;
OK;Body;2;B 14.1;Basic Directory and File Functions;;;;
OK;Body;3;B 14.1.1;directory existing, file existing;;;;
OK;Body;3;B 14.1.2;read access ..., write access ...;;;;
OK;Body;3;B 14.1.3;working directory;;;;
OK;Body;3;B 14.1.4;starting directory;;;;
OK;Body;3;B 14.1.5;directory size;;;;
OK;Body;3;B 14.1.6;file size;;;;
OK;Body;3;B 14.1.7;disk space ...;;;;
OK;Body;2;B 14.2;Listing and Searching Directories and Files;;;;
OK;Body;3;B 14.2.1;directory listing ...;;;;
OK;Body;3;B 14.2.2;advanced directory listing ...;;;;
OK;Body;3;B 14.2.3;search files ...;;;;
OK;Body;3;B 14.2.4;choose recent file;;;;
OK;Body;3;B 14.2.5;count files ...;;;;
OK;Body;3;B 14.2.6;resolve path/directory/file name;;;;
OK;Body;3;B 14.2.7;office document properties;;;;
OK;Body;2;B 14.3;Manipulating Directories and Files;;;;
OK;Body;3;B 14.3.1;directory create ...;;;;
OK;Body;3;B 14.3.2;directory create temp;;;;
OK;Body;3;B 14.3.3;file delete ...;;;;
OK;Body;3;B 14.3.4;file delete multiple/recursive ...;;;;
OK;Body;3;B 14.3.5;directory delete ...;;;;
OK;Body;3;B 14.3.6;directory delete multiple/recursive ...;;;;
OK;Body;3;B 14.3.7;file rename ...;;;;
OK;Body;3;B 14.3.8;directory rename ...;;;;
OK;Body;3;B 14.3.9;file copy ...;;;;
OK;Body;3;B 14.3.10;file copy mulitple/recursive ...;;;;
OK;Body;3;B 14.3.11;file create link ...;;;;
OK;Body;3;B 14.3.12;file download ...;;;;
OK;Body;2;B 14.4;File Compression and Decompression;;;;
OK;Body;3;B 14.4.1;zip extract files;;;;
OK;Body;3;B 14.4.2;zip extract all;;;;
OK;Body;3;B 14.4.3;zip compress;;;;
OK;Body;1;B 15;System Functions;;;;
OK;Body;2;B 15.1;Executing System Commands;;;;
OK;Body;3;B 15.1.1;system;;;;
OK;Body;3;B 15.1.2;quote path;;;;
OK;Body;2;B 15.2;set locale;;;;
OK;Body;2;B 15.3;Registry Access Functions;;;;
OK;Body;2;B 15.4;Licensing and Privileges;;;;
OK;Body;3;B 15.4.1;global / script privileges;;;;
OK;Body;3;B 15.4.2;license provide identification;;;;
OK;Body;3;B 15.4.3;license apply key;;;;
OK;Body;1;B 16;Help and Support Functions;;;;
OK;Body;2;B 16.1;help;;;;
OK;Body;2;B 16.2;docs;;;;
OK;Body;2;B 16.3;docs search;;;;
OK;Body;2;B 16.4;view;;;;
OK;Body;2;B 16.5;view reset;;;;
OK;Body;2;B 16.6;function list / explain;;;;
OK;Body;2;B 16.7;function dump;;;;
OK;Body;1;B 17;Cross-Functional Info;;;;
OK;Body;2;B 17.1;Sorting and Ranking Options;;;;
OK;Body;2;B 17.2;Consolidation Actions;;;;
OK;Body;1;B 18;Index;;;;
